"Taxon","Lineage","Conflict","Version","Status","Scorpio Call","Note","% of non-N bases","Median Coverage"
"7293283","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.78%","3578(coverage)(amplicons)"
"7293284","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.78%","3365(coverage)(amplicons)"
"7293285","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.77%","2689(coverage)(amplicons)"
"7293286","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.77%","3762(coverage)(amplicons)"
"7293287","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.20%","1969(coverage)(amplicons)"
"7293288","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.78%","3502(coverage)(amplicons)"
"7293289","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.75%","3613(coverage)(amplicons)"
"7293290","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.74%","3353(coverage)(amplicons)"
"7293291","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.77%","3969(coverage)(amplicons)"
"7293292","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.74%","3652(coverage)(amplicons)"
"7293293","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.78%","3693(coverage)(amplicons)"
"7293294","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.74%","3569(coverage)(amplicons)"
"7293295","B.1.1.7","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Alpha (B.1.1.7-like)","scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.76%","3834(coverage)(amplicons)"
"7293296","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.78%","4791(coverage)(amplicons)"
"7293298","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.78%","3813(coverage)(amplicons)"
"7293299","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.77%","4285(coverage)(amplicons)"
"7293300","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.78%","3432(coverage)(amplicons)"
"7293301","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.77%","3205(coverage)(amplicons)"
"7293302","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.78%","3980(coverage)(amplicons)"
"7293303","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.73%","2852(coverage)(amplicons)"
"7293304","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 11; Ref alleles 2; Amb alleles 0; Oth alleles 0","99.55%","3691(coverage)(amplicons)"
"7293305","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.78%","3032(coverage)(amplicons)"
"7293306","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.74%","3361(coverage)(amplicons)"
"7293307","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.75%","3607(coverage)(amplicons)"
"7293308","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.76%","3988(coverage)(amplicons)"
"7293309","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.78%","3380(coverage)(amplicons)"
"7293310","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.77%","4017(coverage)(amplicons)"
"7293311","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.78%","3528(coverage)(amplicons)"
"7293312","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.76%","2818(coverage)(amplicons)"
"7293313","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.74%","3593(coverage)(amplicons)"
"7293314","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.74%","2037(coverage)(amplicons)"
"7293315","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.78%","3836(coverage)(amplicons)"
"7293316","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.75%","3100(coverage)(amplicons)"
"7293317","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.78%","3585(coverage)(amplicons)"
"7293318","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.78%","4365(coverage)(amplicons)"
"7293319","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.75%","2613(coverage)(amplicons)"
"7293320","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.77%","3869(coverage)(amplicons)"
"7293321","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.75%","4027(coverage)(amplicons)"
"7293322","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.75%","3423(coverage)(amplicons)"
"7293323","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.78%","2569(coverage)(amplicons)"
"7293324","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.78%","3589(coverage)(amplicons)"
"7293325","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.77%","3983(coverage)(amplicons)"
"7293326","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.78%","4153(coverage)(amplicons)"
"7293327","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 11; Ref alleles 2; Amb alleles 0; Oth alleles 0","99.77%","4329(coverage)(amplicons)"
"7293328","P.1","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Gamma (P.1-like)","scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2","99.78%","4032(coverage)(amplicons)"
"7293329","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.78%","4227(coverage)(amplicons)"
"7293330","B.1.1.7","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Alpha (B.1.1.7-like)","scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.77%","3913(coverage)(amplicons)"
"7293331","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.78%","4002(coverage)(amplicons)"
"7293332","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.73%","2186(coverage)(amplicons)"
"7293333","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.78%","2902(coverage)(amplicons)"
"7293334","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.74%","3541(coverage)(amplicons)"
"7293335","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.74%","2849(coverage)(amplicons)"
"7293336","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.74%","3855(coverage)(amplicons)"
"7293337","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.77%","4398(coverage)(amplicons)"
"7293338","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.78%","4074(coverage)(amplicons)"
"7293339","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.78%","3998(coverage)(amplicons)"
"7293340","B.1.1.7","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Alpha (B.1.1.7-like)","scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.78%","4781(coverage)(amplicons)"
"7293341","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 10; Ref alleles 1; Amb alleles 2; Oth alleles 0","98.55%","1186(coverage)(amplicons)"
"7293342","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 7; Ref alleles 2; Amb alleles 4; Oth alleles 0; scorpio replaced lineage assignment B.1.1.7","91.61%","214(coverage)(amplicons)"
"7293343","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 8; Ref alleles 3; Amb alleles 2; Oth alleles 0; scorpio replaced lineage assignment B.1.575","98.34%","593(coverage)(amplicons)"
"7293344","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.76%","3576(coverage)(amplicons)"
"7293345","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.76%","2642(coverage)(amplicons)"
"7293346","P.1.1","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Gamma (P.1-like)","scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2","99.75%","3686(coverage)(amplicons)"
"7293347","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.75%","4119(coverage)(amplicons)"
"7293348","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","98.94%","3969(coverage)(amplicons)"
"7293349","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.75%","3633(coverage)(amplicons)"
"7293350","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0","99.78%","4569(coverage)(amplicons)"
"7293351","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.74%","3725(coverage)(amplicons)"
"7293352","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.74%","3803(coverage)(amplicons)"
"7293353","P.1","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Gamma (P.1-like)","scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2","99.74%","3144(coverage)(amplicons)"
"7293354","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.75%","2934(coverage)(amplicons)"
"7293355","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.73%","2657(coverage)(amplicons)"
"7293356","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.76%","2814(coverage)(amplicons)"
"7293357","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0","99.78%","3571(coverage)(amplicons)"
"7293358","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.77%","3303(coverage)(amplicons)"
"7293359","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0","99.76%","2981(coverage)(amplicons)"
"7293360","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0","99.77%","3944(coverage)(amplicons)"
"7293361","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0","99.78%","4107(coverage)(amplicons)"
"7293362","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0","99.78%","3940(coverage)(amplicons)"
"7293363","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.77%","3426(coverage)(amplicons)"
"7293364","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.76%","3374(coverage)(amplicons)"
"7293365","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.76%","2859(coverage)(amplicons)"
"7293366","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0","99.76%","2985(coverage)(amplicons)"
"7293367","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.78%","3529(coverage)(amplicons)"
"7293368","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.77%","3783(coverage)(amplicons)"
"7293369","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.77%","3707(coverage)(amplicons)"
"7293370","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.78%","4354(coverage)(amplicons)"
"7293371","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0","99.77%","3712(coverage)(amplicons)"
"7293372","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0","99.77%","3903(coverage)(amplicons)"
"7293373","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0","99.78%","3989(coverage)(amplicons)"
"7293374","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.78%","4216(coverage)(amplicons)"
"7293375","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.74%","3129(coverage)(amplicons)"
"7293376","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0","99.74%","3337(coverage)(amplicons)"
"7293377","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0","99.74%","3459(coverage)(amplicons)"
"7293378","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.73%","2788(coverage)(amplicons)"
"7293379","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0","99.76%","4074(coverage)(amplicons)"
"7293380","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.78%","4082(coverage)(amplicons)"
"7293381","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.76%","2831(coverage)(amplicons)"
"7293382","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 10; Ref alleles 3; Amb alleles 0; Oth alleles 0","97.66%","2054(coverage)(amplicons)"
"7293383","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0","99.75%","3426(coverage)(amplicons)"
"7293384","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 10; Ref alleles 2; Amb alleles 1; Oth alleles 0","99.17%","1645(coverage)(amplicons)"
"7293385","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0","99.77%","4638(coverage)(amplicons)"
"7293386","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0","99.77%","4057(coverage)(amplicons)"
"7293387","B.1.1.7","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Alpha (B.1.1.7-like)","scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.39%","2277(coverage)(amplicons)"
"7293388","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0","99.75%","3756(coverage)(amplicons)"
"7293389","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.73%","2909(coverage)(amplicons)"
"7293390","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0","99.78%","3705(coverage)(amplicons)"
"7293391","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.74%","2958(coverage)(amplicons)"
"7293392","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0","99.74%","3706(coverage)(amplicons)"
"7303012","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 9; Ref alleles 2; Amb alleles 2; Oth alleles 0; scorpio replaced lineage assignment B.1.575","96.51%","557(coverage)(amplicons)"
"NTC-p1-7-26-2021","B.1","0","07/28/2021v03/01/2008 00:00:00","passed_qc","","","53.22%","34(coverage)(amplicons)"
"NTC-p1-7-29-2021","A","0","07/28/2021v03/01/2008 00:00:00","passed_qc","","","51.98%","61(coverage)(amplicons)"
"NTC-p2-7-26-2021","None","","07/28/2021v03/01/2008 00:00:00","fail","","N_content:0.79","19.39%","2(coverage)(amplicons)"
"NTC-p2-7-29-2021","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 10; Ref alleles 1; Amb alleles 2; Oth alleles 0","91.66%","1540(coverage)(amplicons)"
"NTC-p3-7-26-2021","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 6; Ref alleles 2; Amb alleles 5; Oth alleles 0","77.21%","471(coverage)(amplicons)"
"NTC-p3-7-29-2021","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 11; Ref alleles 2; Amb alleles 0; Oth alleles 0","99.68%","2647(coverage)(amplicons)"
"NTC-p4-7-29-2021","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 6; Ref alleles 1; Amb alleles 6; Oth alleles 0; scorpio replaced lineage assignment B.1.575","61.86%","95(coverage)(amplicons)"
"NTC-pMalta-7-29-2021","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 6; Ref alleles 2; Amb alleles 5; Oth alleles 0","67.52%","116(coverage)(amplicons)"
"PositiveControl-p1-7-26-2021","B","0","07/28/2021v03/01/2008 00:00:00","passed_qc","","","92.11%","634(coverage)(amplicons)"
